labels,sentences
1,The Love Letter is one of my alltime favorite books so naturally I was skeptical when I heard it was to become a movie But I liked it I found myself grinning through the entire movie I admit that it isnt a great movie but definitely a pleasant hour and a half I thought that Capshaw and Scott were perfect as Helen and Johnny Just as I pictured them And the town and scenery were just right as well I recommend this film but dont expect too much just enjoy it
1,Remember that this came out before Gulf War I which gave us Werner Herzogs Lessons of Darkness Le Dernier Combat is not Sci Fi Its more like Judgment Ive watched it at least a dozen times It really is a fitting companion to Herzogs Lessons of Darkness And in that time men will seek death but they will not find it for death will flee from them That someday alas may be today in Iraq  But back to Le Dernier Combat make sure to watch thru the very last second of the film I wouldnt call it a surprise ending but it is something youll miss if you just assume the end wont be anything more than what you will already have seen
1,When it was released in the beginning of the 80s Pixote brings to Brazilian society the problems of young delinquents and the impact of this in Brazilian society I cant watch the movie at that time cause I was too young but now I got a chance and watched It a few days ago Its a very brutal movie but everything is absolutely true and sad pixote is the name of a 12 yearold boy who lives in the streets and survive with misdemeanors he stays for a while in a house of detention and when he left it he continues to plan robs with other buns and a prostitute played by marilia Pera the boy is still a marijuana addicted and smell glue with another teenagers to forget his sad reality the quality of the images its not the best but the movie is totally realistic about Brazilian problems and must be viewed and admired
1,I havent seen this funny of a show on fox in a long time and the wait was worth it The kids in the show have something that i can relate to on every episode and even my dad will sit down and watch it It is a show not for all ages that doesnt dumb down for kids It is like still standing but to the next level The stuff that everyone says is stuff that everyone says and actions that everyone does It says stuff that we all think but in a well rounded way of presentation The first time i saw the show i could not believe that it was on fox and that it was allowed to stay on the air after a few episodes from Hilarys boyfriend choices to Kennys boyfriend choices it is well worth the watch
1,After watching Oldboy I was a little disappointed by the rest of Parks work some of it is good but it never approaches the level of humour and originality that Oldboy had This one does it is nothing like Oldboy in plot or style but the same level of quality is there The acting is good with Kangho Song OKbin Kim and Hakyun Shin delivering excellent performances Kim in particular manages to swap from the creepy horror scenes to the surreal comedy without the slightest misstep The plot is strange with lots of twists and turns and takes a big swipe at the vampire clichés The directing is spot on with tons of pace and humour throughout and some of the most memorable scenes I have ever seen It does boast what is probably the weirdest love scene you will ever see This is just a great film
1, Since cats have nine lives Ill give you nine reasons to see this movie  The kittens Berlioz and Toulouse playing the piano together so unbelievably cute  The carchasing dogs Napoleon and Lafayette  Toulouse jumping like electrified every time he wants to be like a tough alley cat  Marie sighing romantically while alley cat OMalley seduces her mom  Scat Cat and his jazz band singing evrybody wants to be a cat  Stupid but proper and nice English geese Amelia and Abigail who make the cats walk like geese  OMalley obtaining the magic carpet which puts the Cheshire cat to shame  Roquefort the brave mouses journey to ask help from alley cats  Edgar the butler chase scenes and transition from a nice guy to an insane cat hater due to cat riddance plan gone bad
1,I saw this in a theatre back in 1982 I expected a stupid TA movie Thats not what I got Its basically about three teenage boys trying to have sex We get the expected sex jokes and scenesbut for once theyre actually pretty funny Yeah theyre stupid but I enjoyed them anyways Also there was a surprising amount of male nudity Then the movie about halfway through takes a sudden dramatic turn as one of the boys winningly played by Lawrence Monoson falls in love with a girl Then the jokes stop and things get very dark Im not going to give away what happens but I was very surprised at the sudden turn in events The movie brings up some very important subjects and treats them realistically and with intelligence And it has a real heartbreaking ending Im giving this a 10 because this is probably one of the best teen sex comedydramas ever made It mixes fantasy and realism together and works What more can you ask for Also it has a GREAT soundtrack
1,One type of western I greatly enjoy is when the apparently weak which is reluctant to fight and answer the challenge of the strong finally decides there is no other way There is a great moment in this film when John Parrish Glenn Ford goes into the saloon and decides to stand up to the gunfighter Wade Matlock It is the type of scene that makes the audience applaud In my opinion The Violent Men is a great western I would rank it among the best It makes great use of the wide screen a spectacular scenery of the mountains The women have a crucial part Caroline May Winn is engaged to Parrish but you feel that she is only using him as a means of getting out of there and moving east She wants him to sell the ranch no matter what price Martha Barbara Stanwick is tired of helping her crippled husband Lee Edward G Robinson but she will do anything to have an always bigger ranch and more power Meanwhile she is betraying her husband with his brother Brian Keith Her daughter Judith Diane Foster is seeing all that happens but feeling impotent to react because she does not want to hurt her father Parrish unites all the small farmers and uses the strategy he learned in the army to go against the Anchor ranch Like he had warned Lee Dont make me fight because you wont like my way of fighting
1,After three outstanding BBC television series and a Christmas special the bizarre and grotesque yet perversely lovable characters of bleak fictional town Royston Vasey make the jump to celluloid along with their creators  The League of Gentlemen  Mark Gatiss Steve Pemberton and Reece Shearsmith are the more familiar threequarters of the foursome with the central roles shared between the trio In an added twist the final member of the team  Jeremy Dyson  is portrayed by actor Michael Sheen  Where to start Dyson Sheen is in conversation with his writing cohorts when  horror of horrors  he is paid a visit by two of his grisliest characters Both Tubbs Pemberton and Edward Tattsyrup Shearsmith are unhappy at The Leagues decision to kill off the Vasey inhabitants Youre not real screams Dyson in vain as the local shopkeepers from hell exact their revenge Mayhem ensues as reality and Vasey converge with the vast array of characters entering our world to save theirs  Confused You will be as the camp innuendoridden Teutonic Herr Lipp Pemberton is forced to take on the daily guise of Pemberton Pemberton while Pemberton Pemberton is kidnapped by cannibalistic butcher Hillary Briss Gatiss and Geoff Tipps Shearsmith  With shades of an even more demented Misery Briss attempts to force Pemberton to rewrite the film  thus continuing his life  but leaving Geoff in charge is never a good idea The erstwhile comedian becomes embroiled in The Leagues latest postVasey adventure  The Kings Evil  entering a typically twisted 17th century England complete with cameos from Victoria Wood Peter Kay and David Warner Known as George of Asda due to his select line of clothing Geoff saves the day and is treated as a hero but for the denouement of the film he joins characters old and new at the Church of Royston Vasey to meet with their makers  For fans of the series the film is a mustsee And yes it does feature Papa Lazarou albeit a little too fleetingly Penloving Pauline Mickey Barbara and cursed vet Matthew Chinnery are some of the other favourites on show and The Leagues portrayal of themselves plus Sheens as Dyson is also a fascinating insight  The League of Gentlemen are the Radiohead of British comedy  they are ambitious groundbreaking witness the excellent Series Three and not happy to rest on their laurels They also divide opinion accordingly Certainly their macabre sense of humour is not for every palate and while not written exclusively for fans a grasp of the storyline would benefit those who have previously viewed the series Nevertheless Apocalypse is a film in its own right and The League will no doubt manage to attract a new breed of fan as well as appeasing and pleasing existing ones
1,When I first heard about Greek I figured I would watch it because it sounded ridiculous Another of ABC Familys sobadtheyrealmostgood shows But tuning in with a friend from college found us both enjoying the pilot episode a lot more than we had expected As a member of a Greek society I can say that a lot of the stereotypes that are brought up here are ones that come up almost every time someone starts talking about the sororities and fraternities on a campus And are also very fun to play with just on are own let alone to watch on a TV screen The opening scene harkened to an onlyslightlydramatized version of preparing for an actual formal rush in some sororities and it continued on from there This isnt a show for oversensitive Greeks If you get offended even at jokes about things that arentsogreat about Greek life then youll spend the entire first episode and probably many other cringing and yelling But everyone else should have a ton of fun watching it Its nothing new but when it comes to college nothing ever is
1,This movie is funny and sad enough I think that it is kinda true If you love Office Space then you will love this movie because it is another Mike Judge hit but it is nothing like Office Space I told every one to see this movie I only wish that it would have been in more theaters so it would have gotten the recognition it deserved I love this movie and would love to see more from Mike Judge Luke Wilson is also what makes this movie what it is I am so glad that I will not be alive in the year 2505 because if this movie turns out to be true we are all in for a lot of trouble I just hope more people see this movie because I know that they will fall in love with it too
1,Jack Webbs movie The DI came about from the real life investigation into the deaths of several trainees in a swamp in Paris Isle in the 50s As always Webb being the patriot that he is came to the defense much like all the rest of his shows I actually found this movie tame by 1957 standards I served in the Army and can understand the intensity of the training at Parris Island Camp Death by someso this movie can never come close as does Full Metal Jacket I think this is a good movie which is more patriot than it is actual But again think of the time period it was made 1957 and what could be allowed and said on film at that time I have always found Jack Webb to be clean cut and very loyal I know many have criticized the film as onesided and government propaganda If you feel this way watch Full Metal Jacket with R Lee Ermey I am a Webb fan and enjoy the movie for its merit not accuracy As I have said Webb believed in this country and held institutions to high moral standards LAPDDragnetAdam 12 Emergency etc Just sit back and enjoy this one from a very strict moral time period in this country Dont be too judgemental of Mr Webb Mark Lockwood Lubbock Texas
1,OKso by minute 15 in the film theres still no dialogue This film arrived to me in a padded sack from Down Under with Sharpie encrypted info on the front I am a programmer from a North American fest and MOD LOVE was sent thru to me by our chief as a potential starter having preemd at the faraway MoscowKarlovy Vary interface Straight away I thought this film is not for us no dialogue by minute 15 but kept watching anyway Well well well It built and built and built and half way in I was involved in this film because like when you go to the zoo at first youre reticent but by the time you get to the dangerous snakes bit youre totally there This film has a dangerousness not at all like the much hyped WolF Creek but because it is so totally other in every way shape and form and seems to weave a web made up of all the fantasies of most independent firsttime helmers ie  gloomy weather redneck intrigue odd splicing eerie music and a plot which though imperfect and basic has a bit in common with one of the great Aussie Movies ie The Cars That Ate Paris by Wier But MODERN LOVE is actually not really a very Aussie movie in the sense of Ockerishness and playful selfdeprecation that pervades many of that countrys films It works on a more nightmarish realm from the start No cellphones no brand names no ipods no gritty urban middleclass angst  just a dude married to a goodlooker an old Volvo and a little boy son who has weird teeth and chucks stuff around Oh and its set in weird seaside village where people all look slightly wrong Photographed by Nick Matthews 237 and music by Tom Huzenroeder Ten Canoes MOD LUV succeeds where many Aust movies fail  ie it stands up without regard to the godforsaken country that it comes out of Instead it revels in a warped but entertaining riddle which the film itself cannot solve  and herein lies the weak linkwhat on earth does this film have to do with Modern Love The final minutes of the film seem to give an answer or at least hints at oneand as I sat and drank a coffee and ate my Hersheys afterwards all that I could surmise was that this films helmer Alex Frayne will prob have a lot of fun with this one
1,I believe the reason this movie did not get the recognition it deserves is because of the many misconceptions of Darwin pro and con I would say the real man is depicted here without sterility He is what he is Although the movie is but a snapshot of the man the technique of storytelling expanded his life far beyond the years touched on in the movie This is deep movie a pondering of modern life and the way we think and can provoke a study into the man whose thoughts and other who used him have certainly affected our lives There are some movies that the historical context is so great that it is the primary job of the actors to stay out of the way The history carried the day and the actors did their job Good work to them I say
1,Even though some unrealistic things happen at the end ie a cop shooting a gun into a crowded merrygoround where any number of innocent could be killed this still was an intense enjoyable thriller one of Alfred Hitchcocks better films Robert Walker is excellent as the chilling nutcase really convincing giving a fascinating performance that is almost too creepy at times His costar in here Farley Granger is okay but is no match for Walker either in acting or in the characters they play Its the typical Hitchcock film with some strange camera angles immoral themes innocent man gets in trouble etc Unlike a lot of his other films I thought this one was a fastmoving story with a very few dull spots Being an extennis player I enjoyed his footage of some excellent old net matches that featured some good rallies Hitchcocks reallife daughter Patricia has an interesting and unique minor character role in here She didnt just get the job because of her dad she can act Also of note the DVD has both the British and American versions and there were some differences in the story This is a classic film that is still referred to in modernday films even comedies such as Throw Momma Off The Train
1,The SevenUps seems like a replay of The French Connection which was released two years prior Both the late Roy Scheider and Tony Lo Bianco make appearances as well as stunt driver Bill Hickman But we arent dealing with French drug baddies instead we are dealing with a war against assorted hoods and criminals after a cop is brutally killed by a hoodlum We get to see unpleasantness and a pre1990s New York City I love watching this film because it is exciting to see the action and it is a reminder of a cooler time That said when one compares the car chases Mr Hickman had involvement in the three most compared This movie Bullitt and The French Connection Each chase scene has its own qualities and this one is simply superb And I am glad this title has seen the light of day on DVD
1,Well on the day that Rob Schneider plunges himself further into the black hole of notoriously bad movies by starring in the absolutely notatallwanted Deuce Bigalow European Gigolo hmmmmwasnt there a film called Roadtrip which was followed by a sequel called Eurotrip And now theres Deuce Bigalow Male Gigolo followed by sequel Deuce Bigalow European GigoloI smell a pattern Perhaps soon there will be Spiderman European webs are Hotteror not I am writing about this much maligned at time of release film I was one of those maligners I must admit I turned my nose up at it even while Chris Farley shoved cocaine up his nose and the SNL cast struggled through one of the worst seasons in their history in 9495 the Norm McDonald anchorship notwithstanding Films like Happy Gilmore Tommy Boy and Black Sheep came out in the couple years after this period and we realized there was a dark future for the caliber of SpadeFarleySchneiderSandler films However I watched this film the other day ten years after and 8 years after Chris died and could not stop laughing Yes its not particularly sophisticated Farley does what Farley does not unlike Manny being Manny but his Van Down By the River motivational speaker shtick in which he laments that while he may not wash enough or wear wellfitting clothes or use deodorant more than twice a week translates well here as the ever selfeffacing character who realizes hes not the brightest not the bestlooking and could stand to lose a few pounds All the same hes trying his best to do what hes supposed to And David Spade just tosses off his snide oneliners as he did for Spades Hollywood Minute and basically stings Farleys selfesteem Theres really not a whole lot more to say than that I love the one scene when Farley catches Spade spanking his monkey and then makes a couple quips about it Cant remember what the first one is but the second one theyre lying in their hotel beds and Farley says to Spade Do you like baseball Spade mutters something inaudible in response and Farleys says the New York YANKees Anyway Farley does his awkward painfully sensitive fratboy shtick If you like you like it I couldnt stop laughing
1,I saw this movie in the theater when I was 14 and it changed my life I immediately cut off my hair and began buying all of the records of the bands in the movie These were some of the seminal bands of LA punk rock caught on film at the peak of their powers Bands like Black Flag preRollins Circle Jerks Fear X and the Germs have few equals in the history of punk music I cant believe this film has never been put out on video or DVD Great movie for fans of punk rock
1,I have to say this is my favorite movie of all time I have seen it well over 100 times actually had to buy a new copy as a result of overwatching It is what the eighties was like and what a romantic story with a few morals thrown in I highly recommend to anyone wanting to relive the high schools days again Buy a copy now it is a classic
1,One cannot help but be impressed with the intelligence and scale of this film and simultaneously disappointed by the lost opportunities I found the script to be excellent and the vocal talent of Edmund Purdom quite impressive However as an artifact of its time the film suffers from too many Hollywoodisms especially poor casting too much lushness of the sets and too much pretentiousness Edmund Purdom who plays the title character is so obviously awkward with physical acting I suspect he had primarily been in Shakespearean theater before this So if movie people are reading this I propose this as an excellent candidate for a remake especially if you cast real Egyptians as Egyptians
1,Mr Carlin left our common forum in June of 2008 shortly after going to the hospital for pains in the chest he had a history of heart trouble The media and comics everywhere covered the loss more than I or he would have EVER expected  but he was the Grandfather of observational comedy THIS recording was his last production and contains a large section dedicated to the topic of death and the prospects of life thereafter Filming of the project occurred shortly after his seventieth birthday which he was happy to have attained observed I have followed Carlins career from the days of fuzzy black and white television and enjoyed his topical record albums It is a privilege for ANY Carlin fan to at least see if not own a copy of this particular show He was still fast moving and with great timing even at 70 As he would say he is NOT smiling down from Heaven on you If hes doing anything at all its not taking harp lessons perhaps hes looking up
1,The BBCS Blue Planet is simply jawdropping I dont think Im exaggerating when I say it contains some of the most beautiful sequences ever captured on film From familiar creatures on and near the surface of the ocean to some more unrecognisable and just plain bizarre ones in the murky depths next to nothing is left out Weighing in at a hefty 8 hours some people may want to check out the edited highlights brought to you in the form of the film Deep Blue but I would heartily recommend you give the series a go I dont think it will disappoint and if your kids enjoyed the aquatic world brought to them by Pixars Finding Nemo Im sure they will love this too I just wish all television was this entertaining
1,The Reader is an exceptionally well done and very sweet short Every element of the piece assists in eliciting a pure emotional response to the script Well acted directed shot and written I was surprised to hear that there was no rehearsal before shooting not even a read through The performances stand as testament to some fine instinctual acting in response to a well written script The actresses work was excellent and there was never an indication that their work would slip into the purely sentimental Less is much better in this case This film is a prime example of how these low budget contracts benefit actors as well as film makers
1,Jon Cryer reprises his role as a neurotic guy in Two and a Half Men which he perfected in this series He longs to have a good relationship with a girl like his coworker has developed and the tetatet between him and his partners girlfriends best friend are pretty funny Then they realize that theyre attracted to each other and start dating In one of the funniest lines on TV EVER  I think in the final episode  he and his partner are discussing that he wants to propose to the girl  His partner prepares him for the moment by suggesting Whats the worst that can happen She says no Armed with newfound optimism he proposes to his date over dinner To which she replies  GOD no I laughed so hard I cried
1,I watched this movie only because I didnt want to leave my 9 yo and her friend in the theater by themselves Honestly I went in expecting to enjoy a good nap  but found myself entranced by the movie Id recommend it to anyone who asks Roys mom was on one of my alltime favorite TV shows years ago playing a mermaid Maximum Bob She was really cute in this movie The three main characters were all excellent young actors Also enjoyed seeing and hearing Jimmy Buffet The movie itself was quite beautiful  showcasing some of what makes Florida so great Im glad I ended up going to this movie And to think I was disappointed that I couldnt take them to see Stick It  I think this was MUCH better
1,I had the privilege of being one of the Still photographers on the set of Grand Champion and enjoyed every minute of the 42 days I worked on the movie I have been in the Photography business for 25 years and have worked on 16 movies and I cant think of a time when I enjoyed providing my craft more The Kids were wonderful to work with and little Emma Roberts has so much energy shes a real trip She even grabbed one of my camera during the stockshow scene rehearsal and started shooting Some of her images were used for PR I could have made more money working for a production with a bigger budget but I doubt I would have had the fun and been around so many great actors and the great people of West Texas as I was
1,Like in a circle the movie leads back to its point of departure the image of the cranes that are crossing a Muscovite sky They represent the freedom to realize your life as you wish in order to aspire the greatest possible fulfilment In the beginning Veronica and Boris experience such a promise of happiness and their eyes follow the path of the cranes in exhilaration It seems as if they might be able to live according to their dreams But Man is not a bird Life draws up its own rules from which no human can escape and which we cannot change  not even by making a supreme effort War breaks out and without much hesitation Boris signs up for the front in order to fulfil his patriotic duty He cannot even say goodbye to Veronica for she arrives late at the assembly point from which the soldiers are sent away Surrounded by a jubilant crowd all her attempts to attract Boris attention must inevitably fail Boris eventually gets killed in war without Veronica learning about it for the moment His brother Mark a vigorous musician who obtained the exemption from military service by corruption is eager to take his place Veronica initially resists but in a frightful night of bombing she finally falls victim to his charms A marriage takes place which is never accepted by the family Soon feelings of guilt seize hold of Veronica and she realizes that Boris return is the one and only thing she actually longs for She therefore eases her bad conscience and despair by the selfsacrificing work in a field hospital When war finally is over once again a crowd of enthusiastic people gathers in order to cheer the victorious soldiers Again Veronica is among them forcing her way through a wall of bodies In her hand she is carrying a bunch of flowers until she finally has to give it away to complete strangers for one of the homecomers has just dashed her hopes by confirming the sad certainty of Boris death Once again the cranes invade the sky drawing their wayward lines But now Veronica is watching them on her own and the look in her eyes is a different one She has had to accept the impossibility to live according to preconceived plans to follow the guidelines of your dreams For all humans are nothing but helpless puppets hanging on the inscrutable strings of fate 
1,From the first to the last scene of the movie director Visconti excels at his art to the extent that the movie is ensured to remain as a cultural treasure for only God knows how long It is perfection  as a movie that is but the story has some minor shortcomings Thomas Manns novel is also a perfect piece of art so of course it is impossible to bring into another media Visconti follows the story pretty much and it is only when he allows himself to deviate slightly that the transition falters And no matter how wonderful the scenery is the tension in the air between the characters the hundreds of subtle signals and allegories the almost unbearably heightened serving of Mahlers music  still the minute anomalies in the plot disturb me Maybe Im just a victim of mans desire to flaw the flawless Nevertheless I will offer one example which I regard as crucial WARNING SPOILERS In Manns story Aschenbach eats the strawberries which probably contain the disease that will kill him after giving up his frustrated chase of the boy Tadzio in Venice Unable to catch one delight he settles for another  which poisons him It is very subtle in the book but it is there The forbidden fruit of sorts but more a sign of him surrendering life itself In Viscontis film he also eats strawberries but in a rather insignificant scene by the beach The chase in Venice ends in a much more melodramatic way It works too but lacks some subtlety indeed and also the multilayered symbolism giving food for thought But thats all forgiven when the film allows us to feast on beautiful sceneries faces and constellations and certainly as many other symbols as we can possibly digest  the last gesture of Tadzio standing in the water being the equally sublime and mysterious finale
1,When I was five years old it was my favorite television show I remembered it was on channel 11 at 2PM everyday The shows premise was simple with Carole and Janis as the hostesses of this childrens television show They sang songs and read stories to us as children It was done in a studio with only 54 episodes which was rebroadcasted over and over I remember Sherlock the puppet in the tree The show taught us how to count add subtract and the alphabet For thirty minutes a day now I learned something new with Paula and Janis I remember those days as pleasant memories and now I hope the children of today can learn to love simpler things like hearing stories inexpensive props riding the swings and talking to puppets The set was ideal and simple but it was Carole and Janis who made it worth while while I miss my childhood and those days where the most important thing was watching the Magic Garden Life seemed so much simpler and better Now I hope the kids today enjoy the show
1,I was very moved by the young life experiences of a man who rose so high in the academic world A hard life surrounded by the love of a close family and extended family of companion workers created a person able to succeed in the world For the most part the Hispanic culture is shown as I have always observed and admired  hardworking optimistic and truly family oriented The points of religious superstition were quite authentic to the Catholic church Without a doubtthe actress who played the mother deserves an Academy Award Her prayers for her missing son moved me to tears I will recommend this stunningly thoughtful film to my friends and family
1,This movie was sadly underpromoted but proved to be truly exceptional Entering the theatre I knew nothing about the film except that a friend wanted to see it I was caught off guard with the high quality of the film I couldnt image Ashton Kutcher in a serious role but his performance truly exemplified his character This movie is exceptional and deserves our monetary support unlike so many other movies It does not come lightly for me to recommend any movie but in this case I highly recommend that everyone see it This films is Truly Exceptional
1,I first heard about Commanders Log when I was on the concom for the local science fiction convention Craig Bowlsby Linden Banks Sophie Banks and Brian Oberquell came out to show the video and give a couple of panels on making TV on a shoestring budget I have to say that I was very pleased when I finally had the chance to see the show Comparisons with Red Dwarf are inevitable since the first seasons of Red Dwarf were also shot on a low budget although Commanders Log has to set some kind of record for the least amount of money spent per minute of air time and thus have to make up for the lack of eye candy with good writing and acting Linden Banks who plays Chief Petty Officer Blather does a particularly good job of presenting an earnest but clueless persona Bowlsbys original idea was for the story to be told in two minute interstitials shown in between other shows over the course of an evening although for some reason Space didnt get how cool an idea this would have been and so the interstitials were all rolled up into a onehour show which Space normally showed in two halfhour episodes The existing DVD doesnt include episode 3 which premiered at CascadiaCon in Seattle in 2005 or episode 4 which was previewed at VCON in Vancouver in 2006 but if youre in touch with your local fannish community you may catch news of a showing somewhere near you
1,I first saw this film in Austria when it first came out and I was entranced by it It is a passionate and deeply moving work that should be experienced by all connoisseurs of motion picture art What a shame that it has never been released in DVD format Perhaps one of these days that will be rectified as it would be a shame indeed if one of the best films ever made was forgotten and left to fade away in some film vault forever Why is it that B movies like American Wedding and Eurotrip get widescreen and fullscreen releases and often a special edition with multiple commentaries and extras while great art pieces like The Dead are all but forgotten
1,Rita Hayworth lights up the screen in this fun fancy and delightful musical starring Gene Kelly Rita plays nightclub dancer Rusty Parker who has dreams to be a successful Broadway star Unfortunately her career is getting no where in Danny McGuires Night Club When one of her fellow dancers says shes going to enter a Cover Girl contest she decides to follow her dreams and enters She reminds the publisher of her Grandma who he was deeply in love with many years ago But when she finds this success her boyfriend is not happy about it I had never seen Rita before this and I am so glad I did She has such a scene presence and is a very good actress There are some good numbers in here not the best of any musical but they are melodic and good to listen to One thing I didnt like was Gene Kellys character He should have supported his girlfriend But anyway thats perhaps the only criticism I have about this movie Cover Girl is a glorious fluffy film  perfect escapism Not everyones ideal movie but a wonderful movie nonetheless due to Rita Hayworths star power Great movie truly impressed
1,As I expected would happen too many reviews of this film from professionals and amateurs alike have focused as much if not more on the films ideology Thats because The Sea Inside aka Mar adentro is a film about euthanasia Specifically its a true story about an infamous Galician named Ramón Sampedro who fought for many years for the right to assisted suicide who was denied that right by the Spanish constitutional court and whowell I dont want to ruin the ending of the film for you The real life Sampedro catalyzed a national debate on euthanasia in Spain Now with producerdirectorwritercomposereditor Alejandro Amenábars Abre Los Ojos 1997 and The Others 2001 biopic The Sea Inside another rhetorical aid has been provided in the international debate on this hot button issue But as I keep saying to deaf ears your opinion pro or con on the films ideology shouldnt affect your rating of the film Youre not supposed to be rating the philosophical or political messages that Amenábar wants to make Youre supposed to be rating the film as a film Maybe thats a bit too idealistic as none of us can likely completely divorce our evaluations from our ideological biases but idealistic or not thats the goal So forget about the philosophical and political issues for a moment As a film Amenábar has turned in one of his most elegant and mature works to date He does not focus on societal debates He does not focus on Sampedros legalpolitical struggles He focuses on Sampedro as a man living out his days confined to a bed in his brothers home Sampedro played here in an amazing performance by Javier Bardem was a quadriplegic As the film begins he has been a quadriplegic for 26 years That condition was brought about as Amenábar shows us through marvelously shot flashbacks by a diving accidentSampedro was distracted by a beautiful woman miscalculated the water dove in snapped his neck and almost drowned As a quadriplegic he eventually began writing poetry some of which was published in a book entitled Cartas Desde El Infierno Letters from Hell in real life Sampedros book became a best seller in Spain Perhaps taking Sampedros artistic work as a cue Amenábar has created an elegantly poetic film Most of The Sea Inside is set inside Sampedros bedroom The focus in these scenes is Bardems complex and sublime performance As a quadriplegic Bardem is limited to moving his head and talking He has mastered subtle changes of expression and inflection to convey a deep character with a multifaceted intellectual approach to life Bardem and Amenábar have Sampedro often waxing philosophical in understated speech but theres always a combination of a wicked sense of humor passion for the aestheticincluding music and women and a sadness and even occasionally bitterness not far below the surface Different underlying emotions occasionally break through like waves on the skin of the ocean The people Sampedro interacts with most frequently facilitate this in complex ways These others include his sisterinlaw Manuela Mabel Rivera who has been his chief caretaker since Sampedros accident his brother José Celso Bugallo who is one of the vocal objectors to Sampedros wish to die and with whom there is an underlying unresolved issue it seems like maybe José was the one to save Sampedro from drowning his nephew Javier Tamar Novas who is perhaps the most understanding towards him a righttodie advocate Gené Clara Segura a pro bono lawyer Julia Belén Rueda whom he wanted because she had a degenerative disease CADASIL Cerebral Autosomal Dominant Arteriopathy with Subcortical Infarcts and Leukoencephalopathy and would thus by more empathic and who he falls in love with and Rosa Lola Dueñas a local woman who works at a cannery and moonlights as a DJ who heard about him from the media who wants to convince him to desire to live and who falls in love with him The bulk of the film consists of these characters interacting with Sampedro in his room There are also a few other ancillary characters including Sampedros father who remains oddly distant and a notorious and mediaconscious priest Padre Francisco José María Pou who does his best to change Sampedros mind via philosophytheology in a scene often mistakenly characterized as comicit has an attendant comic element but the scene is primarily very serious That most of the film takes place in Sampedros room ingeniously gives the couple significant changes in setting greater impact Sampedros room has a nice big window which he says he is satisfied with as an observation point on the world Maybe even more importantly he regularly imagines the window as a launching pad through which he flies across the hillsides to the ocean which he always loved and which has been the most influential force in his lifeit provided his living when he was younger and took his mobility away Amenábar gives us a fantastical sequence of Sampedro imagining one of his flights to the sea It is beautifully shot with low angles presumably from a helicopter of the hills rushing by until we follow a stream to the wideopen ocean which in this film represents freedom the infinite and natural forces The other significant change of setting arrives with Sampedro finally taking to a wheelchair he otherwise refused them saying they mocked his immobility to make an appearance in court to help plead his case Amenábar gives us a poignant melancholy travelogue shot subjectively of Sampedro viewing life and the world in action from the car window Whether you agree with legalizing euthanasia or not its difficult to deny that this is a wellacted wellscripted and wellconstructed film You may not believe that its a ten and thats even more unlikely if you disagree with legalizing euthanasia but its still worth watching as a fine example of artistic sophisticated filmmaking
1,This first and hopefully not last Wallace  Gromit feature lives up to expectations There are plenty of jokes some a bit cheeky as well as some great tributes to past Science Fiction movies With the barrage of awful and formulaic movies being spewed forth from Hollywood its great to see such a great film like this thats enjoyable for almost everyone If there is any justice it will be top of the boxoffice and be at least nominated for best animation at the next Oscars The animation is wonderful the characters are remarkably expressive and their adventures are great fun This is one of those films that the whole family can enjoy Charming clever fun and well made whats not to enjoy
1,The whole town of Blackstone is afraid because they lynched Bret Dixons brother  and he is coming back for revenge At least thats what they think A great Johnny Hallyday and a very interesting early Mario Adorf star in this ItaloWestern obviously filmed in the Alps Bret Dixon is coming back to Blackstone to investigate why his brother was lynched He is a loner and gunslinger par excellance everybody is afraid of him  the Mexican bandits fighting the Gringos that took their land as well as the decent citizens that lynched Brets brother They lynched him because they thought he stole their money instead of bringing it to Dallas to the safety of the bank there But this is is only half the truth as we find out in the course of this psychologically interesting western But beware its kind of a depressing movie as everybody turns out to be guilty somehow and definitely everybody is bad to the bone Still I enjoyed it very much and gave it an 810 Strange that only less than 5 people voted for this movie as of January 12th 2002
1,I thought this movie was pretty goodOK so maybe it had a few scenes that could make people think of other horror movies but i have seen a lot more pathetic movies that got much higher ratings than this Many movies nowadays are remade to a more modern version and theres nothing wrong with that it keeps the story alive i dont think this movie was pathetic at all and im not just saying that because im a major Chad Michael Murray fan but because i enjoyed it i was on the edge of my seat for most of the movie and my friends and i really enjoyed it and we were talking about it the whole way home I would tell my other friends to watch this movie im not saying its the best movie thats ever hit the box office but its a lot better than some people are describing it to be Everyone has their own opinions so if you really want to know whether its good or bad watch it and then decide
1,Goldrush A Real Life Alaskan Adventure is a great tv film for all ages The movie focuses around Fizzy Alyssa Milano who wants to go on travel for gold in Alaska The only person who hires her is Pierce Thomas Madison Bruce Campbell What comes next for her is an adventure she will never forget This tv film was just great The acting is 1 especially by Bruce Campbell and Alyssa Milano and I also learned some information about the Goldrush I recommend this TV film to all without hesitation It is also based on a true story 1010
